Type,Name,Size,Shape,Data Type,Exception,Comment,AcqStamp
DATASET,AwakeEventData/TT41.BTV.412426/Image/pixelCalSet1,4,"(4,)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412426/Image/pixelCalSet2,4,"(4,)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412426/Image/planeSet1,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412426/Image/planeSet2,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412426/Image/positionSet1,1,"(1,)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412426/Image/positionSet2,1,"(1,)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412426/Image/propType,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412426/Image/rightBottomReference,2,"(2,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412426/Image/rightTopReference,2,"(2,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412426/Image/saturationThreshold,1,"(1,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412426/Image/screenSelect,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412426/Image/screenSelectStr,4,"(4,)",bytes80,,,
DATASET,AwakeEventData/TT41.BTV.412426/Image/screenSelect_max,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412426/Image/screenSelect_min,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412426/Image/secondLamp,1,"(1,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412426/Image/secondLamp_max,1,"(1,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412426/Image/secondLamp_min,1,"(1,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412426/Image/sigmaSet1,1,"(1,)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412426/Image/sigmaSet2,1,"(1,)",float64,,,
DATASET,AwakeEventData/TT41.BTV.412426/Image/superCycleNb,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT41.BTV.412426/Image/userImageSelection,1,"(1,)",TypeError: No NumPy equivalent for TypeBitfieldID exists,,,
DATASET,AwakeEventData/TT41.BTV.412426/Image/userImageSelectionNumber,1,"(1,)",int16,,,
DATASET,AwakeEventData/TT41.BTV.412426/Image/videoGain,1,"(1,)",int32,,,
GROUP,AwakeEventData/TT41.BTV.412442,2members,,,,,
DATASET,AwakeEventData/TT41.BTV.412442/Acquisition,1,(),bytes784,True,b'Acq Properties',1541962119128000000
DATASET,AwakeEventData/TT41.BTV.412442/Image,1,(),bytes736,True,b'Beam image',1541962119128000000
GROUP,AwakeEventData/TT43.BPM.430010,1members,,,,,
GROUP,AwakeEventData/TT43.BPM.430010/Acquisition,9members,,,False,b'Electron line BPM',1541962115235613525
DATASET,AwakeEventData/TT43.BPM.430010/Acquisition/horAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT43.BPM.430010/Acquisition/horPos,12,"(12,)",float32,,,
DATASET,AwakeEventData/TT43.BPM.430010/Acquisition/posOK,0,"(0,)",TypeError: No NumPy equivalent for TypeBitfieldID exists,,,
DATASET,AwakeEventData/TT43.BPM.430010/Acquisition/sigma,12,"(12,)",int32,,,
DATASET,AwakeEventData/TT43.BPM.430010/Acquisition/sigmaAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT43.BPM.430010/Acquisition/spsExtraction,1,(),bool,,,
DATASET,AwakeEventData/TT43.BPM.430010/Acquisition/spsExtractionIndex,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT43.BPM.430010/Acquisition/verAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT43.BPM.430010/Acquisition/verPos,12,"(12,)",float32,,,
GROUP,AwakeEventData/TT43.BPM.430028,1members,,,,,
GROUP,AwakeEventData/TT43.BPM.430028/Acquisition,9members,,,False,b'Electron line BPM',1541962115235613525
DATASET,AwakeEventData/TT43.BPM.430028/Acquisition/horAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT43.BPM.430028/Acquisition/horPos,12,"(12,)",float32,,,
DATASET,AwakeEventData/TT43.BPM.430028/Acquisition/posOK,0,"(0,)",TypeError: No NumPy equivalent for TypeBitfieldID exists,,,
DATASET,AwakeEventData/TT43.BPM.430028/Acquisition/sigma,12,"(12,)",int32,,,
DATASET,AwakeEventData/TT43.BPM.430028/Acquisition/sigmaAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT43.BPM.430028/Acquisition/spsExtraction,1,(),bool,,,
DATASET,AwakeEventData/TT43.BPM.430028/Acquisition/spsExtractionIndex,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT43.BPM.430028/Acquisition/verAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT43.BPM.430028/Acquisition/verPos,12,"(12,)",float32,,,
GROUP,AwakeEventData/TT43.BPM.430039,1members,,,,,
GROUP,AwakeEventData/TT43.BPM.430039/Acquisition,9members,,,False,b'Electron line BPM',1541962115235613525
DATASET,AwakeEventData/TT43.BPM.430039/Acquisition/horAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT43.BPM.430039/Acquisition/horPos,12,"(12,)",float32,,,
DATASET,AwakeEventData/TT43.BPM.430039/Acquisition/posOK,0,"(0,)",TypeError: No NumPy equivalent for TypeBitfieldID exists,,,
DATASET,AwakeEventData/TT43.BPM.430039/Acquisition/sigma,12,"(12,)",int32,,,
DATASET,AwakeEventData/TT43.BPM.430039/Acquisition/sigmaAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT43.BPM.430039/Acquisition/spsExtraction,1,(),bool,,,
DATASET,AwakeEventData/TT43.BPM.430039/Acquisition/spsExtractionIndex,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT43.BPM.430039/Acquisition/verAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT43.BPM.430039/Acquisition/verPos,12,"(12,)",float32,,,
GROUP,AwakeEventData/TT43.BPM.430103,1members,,,,,
GROUP,AwakeEventData/TT43.BPM.430103/Acquisition,9members,,,False,b'Electron line BPM',1541962115235613525
DATASET,AwakeEventData/TT43.BPM.430103/Acquisition/horAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT43.BPM.430103/Acquisition/horPos,12,"(12,)",float32,,,
DATASET,AwakeEventData/TT43.BPM.430103/Acquisition/posOK,0,"(0,)",TypeError: No NumPy equivalent for TypeBitfieldID exists,,,
DATASET,AwakeEventData/TT43.BPM.430103/Acquisition/sigma,12,"(12,)",int32,,,
DATASET,AwakeEventData/TT43.BPM.430103/Acquisition/sigmaAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT43.BPM.430103/Acquisition/spsExtraction,1,(),bool,,,
DATASET,AwakeEventData/TT43.BPM.430103/Acquisition/spsExtractionIndex,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT43.BPM.430103/Acquisition/verAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT43.BPM.430103/Acquisition/verPos,12,"(12,)",float32,,,
GROUP,AwakeEventData/TT43.BPM.430129,1members,,,,,
GROUP,AwakeEventData/TT43.BPM.430129/Acquisition,9members,,,False,b'Electron line BPM',1541962115235613525
DATASET,AwakeEventData/TT43.BPM.430129/Acquisition/horAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT43.BPM.430129/Acquisition/horPos,12,"(12,)",float32,,,
DATASET,AwakeEventData/TT43.BPM.430129/Acquisition/posOK,0,"(0,)",TypeError: No NumPy equivalent for TypeBitfieldID exists,,,
DATASET,AwakeEventData/TT43.BPM.430129/Acquisition/sigma,12,"(12,)",int32,,,
DATASET,AwakeEventData/TT43.BPM.430129/Acquisition/sigmaAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT43.BPM.430129/Acquisition/spsExtraction,1,(),bool,,,
DATASET,AwakeEventData/TT43.BPM.430129/Acquisition/spsExtractionIndex,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT43.BPM.430129/Acquisition/verAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT43.BPM.430129/Acquisition/verPos,12,"(12,)",float32,,,
GROUP,AwakeEventData/TT43.BPM.430203,1members,,,,,
GROUP,AwakeEventData/TT43.BPM.430203/Acquisition,9members,,,False,b'Electron line BPM',1541962115235613525
DATASET,AwakeEventData/TT43.BPM.430203/Acquisition/horAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT43.BPM.430203/Acquisition/horPos,12,"(12,)",float32,,,
DATASET,AwakeEventData/TT43.BPM.430203/Acquisition/posOK,0,"(0,)",TypeError: No NumPy equivalent for TypeBitfieldID exists,,,
DATASET,AwakeEventData/TT43.BPM.430203/Acquisition/sigma,12,"(12,)",int32,,,
DATASET,AwakeEventData/TT43.BPM.430203/Acquisition/sigmaAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT43.BPM.430203/Acquisition/spsExtraction,1,(),bool,,,
DATASET,AwakeEventData/TT43.BPM.430203/Acquisition/spsExtractionIndex,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT43.BPM.430203/Acquisition/verAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT43.BPM.430203/Acquisition/verPos,12,"(12,)",float32,,,
GROUP,AwakeEventData/TT43.BPM.430308,1members,,,,,
GROUP,AwakeEventData/TT43.BPM.430308/Acquisition,9members,,,False,b'Electron line BPM',1541962115235613525
DATASET,AwakeEventData/TT43.BPM.430308/Acquisition/horAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT43.BPM.430308/Acquisition/horPos,12,"(12,)",float32,,,
DATASET,AwakeEventData/TT43.BPM.430308/Acquisition/posOK,0,"(0,)",TypeError: No NumPy equivalent for TypeBitfieldID exists,,,
DATASET,AwakeEventData/TT43.BPM.430308/Acquisition/sigma,12,"(12,)",int32,,,
DATASET,AwakeEventData/TT43.BPM.430308/Acquisition/sigmaAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT43.BPM.430308/Acquisition/spsExtraction,1,(),bool,,,
DATASET,AwakeEventData/TT43.BPM.430308/Acquisition/spsExtractionIndex,1,"(1,)",int32,,,
DATASET,AwakeEventData/TT43.BPM.430308/Acquisition/verAvePos,1,"(1,)",float32,,,
DATASET,AwakeEventData/TT43.BPM.430308/Acquisition/verPos,12,"(12,)",float32,,,
GROUP,AwakeEventData/VGP.412400,1members,,,,,
GROUP,AwakeEventData/VGP.412400/PR,1members,,,,,
DATASET,AwakeEventData/VGP.412400/PR/value,1,"(1,)",float32,False,b'Pressure gauge',1541955076003000000
GROUP,AwakeEventData/VGP.412423,1members,,,,,
GROUP,AwakeEventData/VGP.412423/PR,1members,,,,,
DATASET,AwakeEventData/VGP.412423/PR/value,1,"(1,)",float32,False,b'Pressure gauge',1541962047113000000
GROUP,AwakeEventData/VTUAwake2Fc,2members,,,,,
GROUP,AwakeEventData/VTUAwake2Fc/ModeAcq,1members,,,,,
DATASET,AwakeEventData/VTUAwake2Fc/ModeAcq/pdcOutDelay,1,"(1,)",int16,False,b'AWAKE Phase for SPS PLL',1541962113951000000
GROUP,AwakeEventData/VTUAwake2Fc/NormalModeAcq,1members,,,,,
DATASET,AwakeEventData/VTUAwake2Fc/NormalModeAcq/b_offline,1,"(1,)",int64,False,b'SPS RF bucket timing',1541962113951000000
GROUP,AwakeEventData/VTUAwake2Frep,2members,,,,,
GROUP,AwakeEventData/VTUAwake2Frep/ModeAcq,1members,,,,,
DATASET,AwakeEventData/VTUAwake2Frep/ModeAcq/pdcOutDelay,1,"(1,)",int16,False,b'AWAKE Phase for SPS PLL',1541962113951000000
GROUP,AwakeEventData/VTUAwake2Frep/NormalModeAcq,1members,,,,,
DATASET,AwakeEventData/VTUAwake2Frep/NormalModeAcq/b_offline,1,"(1,)",int64,False,b'SPS RF bucket timing',1541962113951000000
GROUP,AwakeEventData/VTUAwake3FT0,2members,,,,,
GROUP,AwakeEventData/VTUAwake3FT0/ModeAcq,1members,,,,,
DATASET,AwakeEventData/VTUAwake3FT0/ModeAcq/pdcOutDelay,1,"(1,)",int16,False,b'BI Streak delay',1541962113951000000
GROUP,AwakeEventData/VTUAwake3FT0/NormalModeAcq,1members,,,,,
DATASET,AwakeEventData/VTUAwake3FT0/NormalModeAcq/b_offline,1,"(1,)",int64,False,b'BI Streak bucket',1541962113951000000
GROUP,AwakeEventData/VTUAwake3FT1,2members,,,,,
GROUP,AwakeEventData/VTUAwake3FT1/ModeAcq,1members,,,,,
DATASET,AwakeEventData/VTUAwake3FT1/ModeAcq/pdcOutDelay,1,"(1,)",int16,False,b'Streak fine delay',1541962113951000000
GROUP,AwakeEventData/VTUAwake3FT1/NormalModeAcq,1members,,,,,
DATASET,AwakeEventData/VTUAwake3FT1/NormalModeAcq/b_offline,1,"(1,)",int64,False,b'Streak bucket counter',1541962113951000000
GROUP,AwakeEventData/VVGF.412400,2members,,,,,
GROUP,AwakeEventData/VVGF.412400/StartCounterSt,1members,,,,,
DATASET,AwakeEventData/VVGF.412400/StartCounterSt/value,1,"(1,)",int32,False,b'Fast valve counter',1541952510245000000
GROUP,AwakeEventData/VVGF.412400/State,1members,,,,,
DATASET,AwakeEventData/VVGF.412400/State/value,1,"(1,)",int16,False,b'Fast valve state',1541952505979000000
GROUP,AwakeEventData/VVGF.412423,2members,,,,,
GROUP,AwakeEventData/VVGF.412423/StartCounterSt,1members,,,,,
DATASET,AwakeEventData/VVGF.412423/StartCounterSt/value,1,"(1,)",int32,False,b'Fast valve counter',1541952515252000000
GROUP,AwakeEventData/VVGF.412423/State,1members,,,,,
DATASET,AwakeEventData/VVGF.412423/State/value,1,"(1,)",int16,False,b'Fast valve state',1541952511978000000
GROUP,AwakeEventData/XMPP-STREAK,1members,,,,,
GROUP,AwakeEventData/XMPP-STREAK/StreakImage,13members,,,False,b'MPP Streak',1541962114252613525
DATASET,AwakeEventData/XMPP-STREAK/StreakImage/streakImageBinning,1,"(1,)",bytes40,,,
DATASET,AwakeEventData/XMPP-STREAK/StreakImage/streakImageData,344064,"(344064,)",int32,,,
DATASET,AwakeEventData/XMPP-STREAK/StreakImage/streakImageExposureTime,1,"(1,)",bytes40,,,
DATASET,AwakeEventData/XMPP-STREAK/StreakImage/streakImageHeight,1,"(1,)",int64,,,
DATASET,AwakeEventData/XMPP-STREAK/StreakImage/streakImageInfo,1,"(1,)",bytes22144,,,
DATASET,AwakeEventData/XMPP-STREAK/StreakImage/streakImageMcpGain,1,"(1,)",int64,,,
DATASET,AwakeEventData/XMPP-STREAK/StreakImage/streakImageMode,1,"(1,)",bytes56,,,
DATASET,AwakeEventData/XMPP-STREAK/StreakImage/streakImageProjection,512,"(512,)",float32,,,
DATASET,AwakeEventData/XMPP-STREAK/StreakImage/streakImageTime,1,"(1,)",bytes96,,,
DATASET,AwakeEventData/XMPP-STREAK/StreakImage/streakImageTimeRange,1,"(1,)",bytes32,,,
DATASET,AwakeEventData/XMPP-STREAK/StreakImage/streakImageTimeValues,512,"(512,)",float64,,,
DATASET,AwakeEventData/XMPP-STREAK/StreakImage/streakImageTrigLevel,1,"(1,)",float32,,,
DATASET,AwakeEventData/XMPP-STREAK/StreakImage/streakImageWidth,1,"(1,)",int64,,,
GROUP,AwakeEventData/XUCL-SPECTRO,5members,,,,,
GROUP,AwakeEventData/XUCL-SPECTRO/BinningSetting,7members,,,False,b'UCL Spectromer camera binning',1541785926373164000
DATASET,AwakeEventData/XUCL-SPECTRO/BinningSetting/hbin,1,"(1,)",int32,,,
DATASET,AwakeEventData/XUCL-SPECTRO/BinningSetting/hend,1,"(1,)",int32,,,
DATASET,AwakeEventData/XUCL-SPECTRO/BinningSetting/hstart,1,"(1,)",int32,,,
DATASET,AwakeEventData/XUCL-SPECTRO/BinningSetting/readMode,1,"(1,)",int32,,,
DATASET,AwakeEventData/XUCL-SPECTRO/BinningSetting/vbin,1,"(1,)",int32,,,
DATASET,AwakeEventData/XUCL-SPECTRO/BinningSetting/vend,1,"(1,)",int32,,,
DATASET,AwakeEventData/XUCL-SPECTRO/BinningSetting/vstart,1,"(1,)",int32,,,
DATASET,AwakeEventData/XUCL-SPECTRO/CameraAcq,1,(),bytes744,True,b'UCL Spectrometer camera readback',1541962119128000000
GROUP,AwakeEventData/XUCL-SPECTRO/CameraSettings,25members,,,False,b'UCL Spectrometer camera settings',1541960646945480000
DATASET,AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateDelay,1,"(1,)",int64,,,
DATASET,AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateDelay_max,1,"(1,)",int64,,,
DATASET,AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateDelay_min,1,"(1,)",int64,,,
DATASET,AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateWidth,1,"(1,)",int64,,,
DATASET,AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateWidth_max,1,"(1,)",int64,,,
DATASET,AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateWidth_min,1,"(1,)",int64,,,
DATASET,AwakeEventData/XUCL-SPECTRO/CameraSettings/enableDDGIntelligate,1,(),bool,,,
DATASET,AwakeEventData/XUCL-SPECTRO/CameraSettings/enableFan,1,(),bool,,,
DATASET,AwakeEventData/XUCL-SPECTRO/CameraSettings/enableFastTrigger,1,(),bool,,,
DATASET,AwakeEventData/XUCL-SPECTRO/CameraSettings/exposureTime,1,"(1,)",float32,,,
DATASET,AwakeEventData/XUCL-SPECTRO/CameraSettings/mcpGain,1,"(1,)",int32,,,
DATASET,AwakeEventData/XUCL-SPECTRO/CameraSettings/mcpGain_max,1,"(1,)",int32,,,
DATASET,AwakeEventData/XUCL-SPECTRO/CameraSettings/mcpGain_min,1,"(1,)",int32,,,
DATASET,AwakeEventData/XUCL-SPECTRO/CameraSettings/preampGainIndex,1,"(1,)",int32,,,
DATASET,AwakeEventData/XUCL-SPECTRO/CameraSettings/preampGainIndex_max,1,"(1,)",int32,,,
DATASET,AwakeEventData/XUCL-SPECTRO/CameraSettings/preampGainIndex_min,1,"(1,)",int32,,,
DATASET,AwakeEventData/XUCL-SPECTRO/CameraSettings/targetShutDownTemperature,1,"(1,)",int32,,,
DATASET,AwakeEventData/XUCL-SPECTRO/CameraSettings/targetShutDownTemperature_max,1,"(1,)",int32,,,
DATASET,AwakeEventData/XUCL-SPECTRO/CameraSettings/targetShutDownTemperature_min,1,"(1,)",int32,,,
DATASET,AwakeEventData/XUCL-SPECTRO/CameraSettings/targetTemperature,1,"(1,)",int32,,,
DATASET,AwakeEventData/XUCL-SPECTRO/CameraSettings/targetTemperature_max,1,"(1,)",int32,,,
DATASET,AwakeEventData/XUCL-SPECTRO/CameraSettings/targetTemperature_min,1,"(1,)",int32,,,
DATASET,AwakeEventData/XUCL-SPECTRO/CameraSettings/triggerEdge,1,"(1,)",int32,,,
DATASET,AwakeEventData/XUCL-SPECTRO/CameraSettings/triggerTermination,1,(),bool,,,
DATASET,AwakeEventData/XUCL-SPECTRO/CameraSettings/triggerThreshold,1,"(1,)",float32,,,
DATASET,AwakeEventData/XUCL-SPECTRO/CameraSettingsStatus,1,(),bytes832,True,b'Spec cam setting status',1541962119128000000
DATASET,AwakeEventData/XUCL-SPECTRO/ImageAcq,1,(),bytes736,True,b'UCL Spectrometer image',1541962119128000000
GROUP,AwakeEventData/awake.XAWAVS_BEAML_TT_AVG,1members,,,,,
GROUP,AwakeEventData/awake.XAWAVS_BEAML_TT_AVG/PosSt,1members,,,,,
DATASET,AwakeEventData/awake.XAWAVS_BEAML_TT_AVG/PosSt/value,1,"(1,)",float64,False,b'Plasma cell beamline temp',1541962118828000000
GROUP,AwakeEventData/awake.XAWAVS_DE_TT_AVG,1members,,,,,
GROUP,AwakeEventData/awake.XAWAVS_DE_TT_AVG/PosSt,1members,,,,,
DATASET,AwakeEventData/awake.XAWAVS_DE_TT_AVG/PosSt/value,1,"(1,)",float64,False,b'Downstream end temp',1541962118828000000
GROUP,AwakeEventData/awake.XAWAVS_DF_TT_AVG,1members,,,,,
GROUP,AwakeEventData/awake.XAWAVS_DF_TT_AVG/PosSt,1members,,,,,
DATASET,AwakeEventData/awake.XAWAVS_DF_TT_AVG/PosSt/value,1,"(1,)",float64,False,b'Downstream flask temp',1541962118828000000
GROUP,AwakeEventData/awake.XAWAVS_DJ_PV236,1members,,,,,
GROUP,AwakeEventData/awake.XAWAVS_DJ_PV236/StsReg01,1members,,,,,
DATASET,AwakeEventData/awake.XAWAVS_DJ_PV236/StsReg01/value,1,"(1,)",int32,False,b'Downstream flask valve',1541952886107000000
